#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0029.contigs.fasta	NODE_46_length_3234_cov_29.289714	1618	3060	-	Staphylococcus_aureus_LmrS	1-1443/1443	===============	0/0	100.00	94.53	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0029.contigs.fasta	NODE_5_length_182870_cov_31.203145	127593	128036	-	mgrA	1-444/444	===============	0/0	100.00	99.78	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0029.contigs.fasta	NODE_5_length_182870_cov_31.203145	135751	136917	+	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	95.54	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0029.contigs.fasta	NODE_7_length_135447_cov_35.991336	18627	19982	-	mepA	1-1356/1356	===============	0/0	100.00	98.30	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0029.contigs.fasta	NODE_7_length_135447_cov_35.991336	20089	20508	-	mepR	1-420/420	===============	0/0	100.00	99.76	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_16_length_62630_cov_56.526041	40380	40799	+	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	100.00	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_1_length_216271_cov_52.507058	78766	79932	-	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	99.91	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_1_length_216271_cov_52.507058	87583	88026	+	mgrA	1-444/444	===============	0/0	100.00	99.78	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_21_length_46716_cov_55.837252	376	1728	-	tet(38)	1-1353/1353	===============	0/0	100.00	99.85	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_32_length_25413_cov_44.565581	12903	13562	+	arlR	1-660/660	===============	0/0	100.00	100.00	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_32_length_25413_cov_44.565581	13559	14914	+	arlS	1-1356/1356	===============	0/0	100.00	100.00	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_36_length_19763_cov_58.168967	16707	18149	+	Staphylococcus_aureus_LmrS	1-1443/1443	===============	0/0	100.00	99.93	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_4_length_154443_cov_55.049142	130936	131411	+	mecC-type_BlaZ	1-476/480	===============	0/0	99.17	97.27	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_8_length_110699_cov_54.436617	68146	69501	-	mepA	1-1356/1356	===============	0/0	100.00	100.00	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	NODE_8_length_110699_cov_54.436617	69608	70027	-	mepR	1-420/420	===============	0/0	100.00	99.29	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_1_length_154434_cov_29.865539	118396	118839	-	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_1_length_154434_cov_29.865539	126490	127656	+	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	99.91	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_25_length_40683_cov_33.544206	376	1728	-	tet(38)	1-1353/1353	===============	0/0	100.00	99.04	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_3_length_123640_cov_32.555383	43048	43527	-	mecC-type_BlaZ	1-480/480	===============	0/0	100.00	96.88	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_41_length_25910_cov_31.633688	25246	25665	-	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	99.52	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_48_length_15913_cov_27.351053	3414	4073	+	arlR	1-660/660	===============	0/0	100.00	99.70	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_48_length_15913_cov_27.351053	4070	5425	+	arlS	1-1356/1356	===============	0/0	100.00	99.41	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_62_length_4579_cov_33.684792	1477	2919	+	Staphylococcus_aureus_LmrS	1-1443/1443	===============	0/0	100.00	99.10	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_7_length_90660_cov_34.132697	62817	63236	+	mepR	1-420/420	===============	0/0	100.00	99.76	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	NODE_7_length_90660_cov_34.132697	63343	64698	+	mepA	1-1356/1356	===============	0/0	100.00	99.48	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_11_length_93880_cov_44.641258	29529	30884	-	mepA	1-1356/1356	===============	0/0	100.00	98.97	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_11_length_93880_cov_44.641258	30991	31410	-	mepR	1-420/420	===============	0/0	100.00	99.76	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_19_length_45228_cov_37.907533	42119	43561	+	Staphylococcus_aureus_LmrS	1-1443/1443	===============	0/0	100.00	99.17	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_1_length_233886_cov_36.634108	83786	84229	-	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_1_length_233886_cov_36.634108	91880	93046	+	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	99.91	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_20_length_44022_cov_30.464326	15809	16468	+	arlR	1-660/660	===============	0/0	100.00	100.00	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_20_length_44022_cov_30.464326	16465	17820	+	arlS	1-1356/1356	===============	0/0	100.00	99.41	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_30_length_30273_cov_47.934443	157	1509	-	tet(38)	1-1353/1353	===============	0/0	100.00	98.97	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_48_length_2456_cov_1308.322782	204	1583	-	tet(K)	1-1380/1380	===============	0/0	100.00	100.00	card	S67449.1:0-1380	TetK is a tetracycline efflux protein found in both Gram-negative (Haemophilus and Gallibacterium) and Gram-positive (many species including mycobacteria) bacteria.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	NODE_9_length_101723_cov_46.303144	46979	47458	-	mecC-type_BlaZ	1-480/480	===============	0/0	100.00	97.08	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_14_length_67102_cov_33.405178	64045	65487	+	Staphylococcus_aureus_LmrS	1-1443/1443	===============	0/0	100.00	99.17	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_1_length_318316_cov_35.511476	122935	124290	-	mepA	1-1356/1356	===============	0/0	100.00	99.19	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_1_length_318316_cov_35.511476	124397	124816	-	mepR	1-420/420	===============	0/0	100.00	100.00	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_23_length_41092_cov_28.092234	26200	27555	-	arlS	1-1356/1356	===============	0/0	100.00	100.00	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_23_length_41092_cov_28.092234	27552	28211	-	arlR	1-660/660	===============	0/0	100.00	98.79	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_28_length_37692_cov_34.639849	36004	37356	+	tet(38)	1-1353/1353	===============	0/0	100.00	99.70	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_2_length_198057_cov_32.801174	24038	24513	+	mecC-type_BlaZ	1-476/480	===============	0/0	99.17	97.48	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_4_length_122656_cov_31.761878	89792	90235	-	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_4_length_122656_cov_31.761878	97886	99052	+	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	99.91	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	NODE_6_length_112755_cov_33.839166	205	624	+	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	99.05	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_16_length_67102_cov_24.997002	64045	65487	+	Staphylococcus_aureus_LmrS	1-1443/1443	===============	0/0	100.00	99.17	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_1_length_216104_cov_21.616805	128133	128576	-	mgrA	1-444/444	===============	0/0	100.00	100.00	card	BA000018.3:735860-735416	MgrA also known as NorR is a regulator for norA norB and tet38. It is a positive regulator for norA expression but is a direct repressor for norB and an indirect repressor of tet38.	acridine_dye;cephalosporin;disinfecting_agents_and_intercalating_dyes;fluoroquinolone;penam;peptide;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_1_length_216104_cov_21.616805	136227	137393	+	Staphylococcus_aureus_norA	1-1167/1167	===============	0/0	100.00	99.91	card	D90119.1:477-1644	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin enoxacin ofloxacin and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid oxolinic acid and sparfloxacin in S. aureus and Escherichia coli.	fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_21_length_51665_cov_23.392269	205	624	+	Staphylococcus_aureus_FosB	1-420/420	===============	0/0	100.00	99.05	card	AHLO01000073.1:63138-63558	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	fosfomycin
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_30_length_30498_cov_27.809644	28810	30162	+	tet(38)	1-1353/1353	===============	0/0	100.00	99.70	card	AY825285:0-1353	Tet38 is a tetracycline efflux pump found in the Gram-positive Staphylococcus aureus. It is regulated by mgrA which also regulates NorB.	tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_3_length_164565_cov_27.603623	40583	41002	+	mepR	1-420/420	===============	0/0	100.00	100.00	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_3_length_164565_cov_27.603623	41109	42464	+	mepA	1-1356/1356	===============	0/0	100.00	99.19	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_41_length_14540_cov_338.116189	13446	14291	+	PC1_beta-lactamase_(blaZ)	1-846/846	===============	0/0	100.00	97.87	card	CP000732.1:10528-9682	The blaZ beta-lactamase is found in Bacillus subtilis and Staphylococcus aureus.	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_42_length_12089_cov_24.643510	9433	9908	+	mecC-type_BlaZ	1-476/480	===============	0/0	99.17	97.48	card	FR823292:0-480	A blaZ-like beta-lactamase found in S. Aureus	penam
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_9_length_90623_cov_21.580989	16072	16731	+	arlR	1-660/660	===============	0/0	100.00	98.79	card	CP023390.1:1462248-1461588	ArlR is a response regulator that binds to the norA promoter to activate expression. ArlR must first be phosphorylated by ArlS.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	NODE_9_length_90623_cov_21.580989	16728	18083	+	arlS	1-1356/1356	===============	0/0	100.00	100.00	card	CP000253.1:1361636-1360280	ArlS is a protein histidine kinase that phosphorylates ArlR a promoter for norA expression.	acridine_dye;disinfecting_agents_and_intercalating_dyes;fluoroquinolone
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0035.contigs.fasta	NODE_13_length_83416_cov_24.885270	46045	47400	-	mepA	1-1356/1356	===============	0/0	100.00	98.67	card	AY661734.1:839-2195	MepA is an efflux protein regulated by MepR and part of the MepRAB cluster. Its presence in Staphylococcus aureus led to multidrug resistance while it has also been shown to decrease tigecycline susceptibility.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0035.contigs.fasta	NODE_13_length_83416_cov_24.885270	47507	47926	-	mepR	1-420/420	===============	0/0	100.00	99.29	card	BA000017.4:379931-380351	MepR is an upstream repressor of MepA in Staphylococcus aureus. It is part of the mepRAB operon.	glycylcycline;tetracycline
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0035.contigs.fasta	NODE_17_length_73092_cov_22.609431	1668	3111	-	Staphylococcus_aureus_LmrS	1-1443/1443	========/======	1/1	100.00	99.10	card	CP000046.1:2236817-2235374	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and when expressed in E. coli is capable of extruding a variety of antibiotics inclinding linezolid trimethoprim florfenicol chlorampheniocol erythromycin streptomycin kanamycin and fusidic acid	aminoglycoside;diaminopyrimidine;macrolide;oxazolidinone;phenicol
