#FILE	NUM_FOUND	adsA	aur	cap8B	cap8C	cap8D	cap8E	cap8F	cap8G	cap8H	cap8I	cap8J	cap8K	cap8L	cap8M	cap8O	cap8P	capA	capN	chp	clfA	clfB	cna	coa	eap/map	ebp	esaA	esaB	esaD	esaE	esaG	essA	essB	essC	esxA	esxB	esxC	esxD	eta	fnbA	fnbB	geh	harA	hlb	hld	hlgA	hlgB	hlgC	hly/hla	hysA	icaA	icaB	icaC	icaD	icaR	isdA	isdB	isdC	isdD	isdE	isdF	isdG	isdI	lip	lukF-PV	lukS-PV	sak	sbi	scn	sdrC	sdrD	sdrE	sea	seb	sec	seh	selk	sell	selq	set16	set17	set18	set19	set20	set21	set22	set23	set24	set25	set26	spa	srtB	sspA	sspB	sspC	tsst-1	vWbp
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0023.contigs.fasta	73	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	92.54	86.45	.	.	99.43	100.00	100.00	100.00	.	.	100.00;99.80;97.60;100.00;96.81	100.00	100.00	.	100.00	.	.	.	.	.	.	100.00	99.44	100.00	100.00	100.00	99.90	100.00	100.00	98.69	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	98.99	.	88.70	.	.	99.88	.	.	100.00	.	100.00	100.00	.	.	100.00	.	99.86	.	100.00	100.00	99.57	96.75	100.00	96.04	100.00	100.00	100.00	98.30
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0024.contigs.fasta	63	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	82.82	.	.	80.53	100.00	99.97	100.00	.	.	98.99;98.99;100.00;100.00;100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	93.20	100.00	99.16	100.00	100.00	100.00	100.00	100.00	99.59	100.00	100.00	99.62	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	.	.	90.79	.	88.82	.	.	.	.	.	.	.	99.56	100.00	100.00	93.04	100.00	.	99.86	100.00	99.86	100.00	99.28	.	100.00	93.50	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0025.contigs.fasta	75	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.82	97.65	.	.	80.53	100.00	100.00	100.00	96.91	100.00	96.81;100.00;100.00;98.79;96.81;99.18	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	99.28	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.65	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	100.00	100.00	100.00	100.00	91.62	87.42	.	.	.	.	.	.	.	99.56	100.00	100.00	.	100.00	.	99.86	100.00	99.86	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0026.contigs.fasta	76	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	98.10	.	.	98.58	99.71	100.00	100.00	100.00	98.32	100.00	99.59;100.00;100.00;100.00;100.00;98.99;100.00;97.60	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	94.16	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.53	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	100.00	99.77	100.00	98.95	.	99.82	.	.	.	.	.	.	.	98.97	100.00	98.88	97.47	100.00	98.71	100.00	100.00	99.86	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0027.contigs.fasta	79	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	98.10	.	.	94.01	99.77	100.00	100.00	100.00	100.00	100.00	88.02;98.99;97.01;98.20;100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	99.84	99.36	99.90	99.55	100.00	100.00	100.00	100.00	99.89	100.00	98.00;98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.85	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	100.00	99.77	100.00	.	.	99.07	.	.	.	.	.	.	.	100.00	99.86	100.00	93.04	100.00	.	99.86	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	.	99.15
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0028.contigs.fasta	64	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	87.19	81.61	.	96.53	99.94	99.38	100.00	100.00	.	.	100.00;100.00	100.00	100.00	.	100.00	.	.	.	.	100.00	100.00	100.00	100.00	99.16	100.00	100.00	100.00	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	97.11	.	99.93	.	94.63	.	.	.	.	.	.	.	99.41	100.00	.	.	100.00	.	99.86	.	100.00	100.00	.	100.00	100.00	96.04	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0029.contigs.fasta	77	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	99.79	.	.	85.86	80.53	100.00	100.00	100.00	98.21	100.00	96.81;100.00;100.00;98.99;98.18;97.21	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	99.67	.	100.00	100.00	99.16	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	100.00	.	98.99	.	99.10	.	.	100.00	.	.	100.00	.	100.00	100.00	84.78	.	100.00	100.00	100.00	100.00	99.86	99.12	.	.	100.00	100.00	100.00	100.00	100.00	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0030.contigs.fasta	73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	97.47	.	.	98.58	99.94	100.00	100.00	100.00	98.32	100.00	97.60;98.99;96.61	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	99.64	98.91	93.20	100.00	99.16	100.00	100.00	100.00	100.00	100.00	98.53	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	99.77	.	81.03	.	.	.	.	.	.	.	.	.	.	100.00	100.00	97.47	100.00	98.71	100.00	100.00	99.86	100.00	.	100.00	100.00	100.00	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0031.contigs.fasta	65	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	98.45	83.70	.	94.16	99.77	100.00	100.00	100.00	.	.	98.79;100.00;96.81	100.00	100.00	.	100.00	.	.	.	.	.	.	100.00	100.00	99.16	100.00	100.00	100.00	100.00	100.00	98.65	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.15	.	.	99.92	.	.	.	91.36	.	.	.	.	.	.	.	99.56	100.00	100.00	.	100.00	98.71	100.00	100.00	99.86	100.00	99.28	.	100.00	100.00	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0032.contigs.fasta	72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.89	91.37	.	97.74	.	100.00	100.00	100.00	.	.	99.59;100.00;100.00;100.00;97.60;100.00	100.00	100.00	84.48	100.00	.	.	.	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	97.96;99.92	100.00	100.00	100.00	100.00	100.00	100.00	99.54	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37;100.00	100.00	100.00	99.77	100.00	.	.	84.00	.	.	.	.	.	.	.	100.00	100.00	100.00	92.41	100.00	.	99.86	100.00	99.86	100.00	99.28	.	100.00	100.00	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0033.contigs.fasta	75	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.08	.	.	93.80	85.80	99.59	100.00	100.00	.	.	100.00;100.00;100.00;98.99;97.01;99.18;100.00;97.60;100.00;100.00	100.00	100.00	.	100.00	.	.	.	.	98.95	99.29	100.00	100.00	97.83	100.00	100.00	100.00	100.00	100.00	98.53;98.90	100.00	99.89	100.00	100.00	100.00	100.00	99.85	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	99.92	100.00	80.37	85.48	.	.	.	.	.	.	.	.	99.56	100.00	100.00	81.33	100.00	98.71	100.00	100.00	99.86	100.00	99.57	100.00	100.00	98.17	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0034.contigs.fasta	76	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.08	.	.	88.54	85.80	99.59	100.00	100.00	.	.	97.60;100.00;100.00;100.00;99.18;97.01;98.99;100.00;100.00;100.00	100.00	100.00	84.48	100.00	.	.	.	.	98.95	99.29	100.00	100.00	97.83	100.00	100.00	100.00	100.00	100.00	98.90;98.53	100.00	99.89	100.00	100.00	100.00	100.00	99.85	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	99.92	100.00	80.93	95.08	84.82	.	.	.	.	.	.	.	99.56	100.00	100.00	81.33	100.00	98.71	100.00	100.00	99.86	100.00	99.57	.	100.00	98.17	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0035.contigs.fasta	66	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	97.47	.	.	95.95	80.53	100.00	100.00	100.00	.	.	100.00;100.00;100.00;100.00;100.00;98.79	100.00	100.00	84.48	100.00	.	.	.	.	81.86	98.98	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	100.00	99.92	100.00	.	84.37	84.44	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	98.38	100.00	100.00	100.00	100.00	.	99.61
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0036.contigs.fasta	76	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.08	87.85	.	88.54	80.53	99.59	100.00	100.00	.	.	97.01;98.99;100.00;100.00;100.00;100.00;97.60	100.00	100.00	84.48	100.00	.	.	.	.	98.95	99.29	100.00	100.00	97.83	100.00	100.00	100.00	100.00	100.00	.	100.00	99.89	100.00	100.00	100.00	100.00	99.85	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	99.92	100.00	93.65	95.08	.	.	.	.	.	.	.	.	99.56	100.00	100.00	81.33	100.00	98.71	100.00	100.00	99.86	100.00	99.57	100.00	100.00	98.17	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0037.contigs.fasta	76	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.47	.	.	98.58	99.71	100.00	100.00	100.00	98.32	100.00	97.60;98.99;100.00;100.00;97.60;100.00;100.00;100.00;100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	94.16	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.53	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	100.00	99.77	100.00	.	.	100.00	.	.	.	.	.	.	.	98.97	100.00	100.00	97.47	100.00	98.71	100.00	100.00	99.86	100.00	.	100.00	100.00	100.00	100.00	100.00	.	99.93
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0040.contigs.fasta	83	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	98.87	98.68	.	97.74	80.53	100.00	100.00	100.00	98.16	100.00	99.18;100.00;99.80;97.60;99.80;99.40;97.01;100.00;100.00;96.81	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	91.63	87.32	93.20	99.44	99.16	100.00	100.00	99.90	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.26;98.37	.	.	95.13	.	81.28	84.27	89.58	.	.	100.00	.	.	100.00	.	100.00	100.00	100.00	99.37	100.00	98.71	100.00	100.00	99.86	99.12	.	80.32	100.00	98.17	100.00	100.00	100.00	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0041.contigs.fasta	77	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.08	.	.	88.54	84.08	99.59	100.00	100.00	.	.	100.00;100.00;100.00;100.00;98.99;97.01;99.18;100.00;97.60	100.00	100.00	84.48	100.00	.	.	.	.	98.95	94.35	100.00	100.00	97.83	100.00	100.00	100.00	100.00	100.00	98.53;98.90	100.00	99.89	100.00	100.00	100.00	100.00	99.85	99.85	100.00	100.00	100.00	100.00	100.00	99.95	98.37	.	.	99.92	100.00	80.93	95.08	84.82	.	.	.	.	.	.	.	99.56	99.86	100.00	81.33	100.00	98.71	100.00	100.00	99.86	100.00	99.57	100.00	100.00	98.17	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0042.contigs.fasta	70	100.00	99.61	100.00	99.35	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	97.47	83.30	.	98.58	99.71	100.00	100.00	100.00	98.32	100.00	98.99;100.00;100.00;97.60;100.00;100.00;100.00;100.00;100.00;99.59	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	94.16	.	100.00	100.00	99.16	100.00	100.00	100.00	100.00	100.00	98.53	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	99.77	.	.	.	.	.	.	.	.	.	.	.	98.97	100.00	99.72	.	100.00	.	100.00	100.00	99.86	100.00	.	.	100.00	100.00	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0043.contigs.fasta	63	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	99.71	100.00	100.00	100.00	99.02	100.00	96.61;100.00;96.81	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	97.83	.	93.58	100.00	100.00	100.00	.	100.00	96.84	.	97.96	100.00	100.00	100.00	100.00	100.00	100.00	99.07	100.00	100.00	100.00	100.00	100.00	100.00	99.80	98.37	.	.	100.00	.	.	.	90.92	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	100.00	96.34	100.00	100.00	.	96.92
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0044.contigs.fasta	58	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	99.63	.	97.79	99.43	99.38	100.00	100.00	.	.	96.61;98.99;96.41	100.00	100.00	.	100.00	.	.	.	.	.	.	93.20	100.00	99.16	.	100.00	100.00	100.00	100.00	98.61;97.96	100.00	100.00	100.00	100.00	100.00	100.00	99.38	99.85	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	99.54	.	.	.	100.00	.	.	.	.	.	.	.	.	100.00	.	.	100.00	.	99.71	.	100.00	100.00	.	98.38	100.00	95.93	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0045.contigs.fasta	76	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	.	99.37	.	.	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00;100.00;100.00;100.00;100.00;100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	.	93.20	100.00	99.16	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	.	.	89.78	.	.	.	.	.	100.00	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	94.51	100.00	100.00	.	100.00
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0046.contigs.fasta	68	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	92.54	88.44	.	.	99.43	100.00	100.00	100.00	.	.	98.99;100.00;97.60;100.00	100.00	100.00	.	100.00	.	.	.	.	.	.	93.20	99.44	99.16	100.00	100.00	99.90	100.00	100.00	98.69;97.83	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	.	96.69	.	83.51	.	.	.	.	.	.	.	100.00	100.00	.	.	100.00	.	99.86	.	100.00	100.00	99.57	100.00	100.00	96.04	100.00	100.00	100.00	98.23
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0048.contigs.fasta	82	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	98.87	83.70	.	97.74	80.53	100.00	100.00	100.00	98.16	100.00	99.18;100.00;99.80;97.41;99.80;99.40;97.01;100.00;100.00;96.81	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	91.63	87.32	93.20	99.44	99.16	100.00	100.00	99.90	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37;97.26	.	.	99.70	.	84.00	.	89.38	.	.	100.00	.	.	100.00	.	100.00	100.00	100.00	99.37	100.00	98.71	100.00	100.00	99.86	99.12	.	98.38	100.00	100.00	100.00	100.00	100.00	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0049.contigs.fasta	78	99.22	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.96	.	.	97.79	99.48	100.00	100.00	100.00	98.05	100.00	100.00;99.18;100.00;97.01;100.00;96.61	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	82.74	99.40	100.00	99.55	98.92	100.00	100.00	100.00	100.00	100.00	98.37	100.00	100.00	100.00	100.00	100.00	100.00	99.85	99.85	100.00	100.00	100.00	100.00	100.00	100.00	.	.	100.00	100.00	100.00	92.19	.	100.00	.	.	100.00	.	.	100.00	.	100.00	100.00	.	.	99.72	.	99.71	.	100.00	100.00	.	.	100.00	100.00	100.00	100.00	.	99.48
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0050.contigs.fasta	77	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	99.08	.	.	89.54	85.80	100.00	100.00	100.00	.	.	100.00;100.00;100.00;100.00;89.49;97.01;97.60	100.00	100.00	84.48	100.00	.	.	.	.	98.95	99.29	100.00	100.00	97.83	100.00	100.00	100.00	100.00	100.00	98.53;98.90	100.00	99.89	100.00	100.00	100.00	100.00	99.85	99.85	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	99.92	100.00	86.54	95.08	86.98	.	.	.	.	.	.	.	99.56	100.00	100.00	81.33	100.00	98.71	100.00	100.00	99.86	100.00	99.57	100.00	100.00	98.17	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0052.contigs.fasta	75	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	84.23	99.30	.	.	80.53	99.38	100.00	100.00	96.86	99.85	98.80;97.01;97.80;98.99;100.00;99.80;96.81	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	100.00	99.55	100.00	100.00	100.00	100.00	100.00	100.00	86.32;98.41	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	100.00	.	84.38	.	90.25	.	.	.	.	.	.	.	99.12	99.86	100.00	.	100.00	.	99.86	100.00	99.86	100.00	99.28	.	100.00	100.00	100.00	100.00	.	99.74
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0053.contigs.fasta	72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	97.63	98.51	100.00	100.00	100.00	98.05	100.00	100.00;99.40;100.00;97.21;100.00;98.99;97.60	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	99.64	98.73	100.00	100.00	99.16	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	99.95	98.37	.	.	99.92	.	96.79	99.90	83.95	.	.	.	.	.	.	.	99.41	100.00	100.00	91.14	100.00	.	99.86	100.00	99.86	100.00	.	100.00	100.00	90.45	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0054.contigs.fasta	80	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	96.55	.	.	97.74	80.53	100.00	100.00	100.00	98.16	100.00	99.18;100.00;99.80;97.60;99.80;99.40;97.01;100.00;100.00;96.81	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	91.63	87.32	93.20	99.44	99.16	100.00	100.00	99.90	100.00	100.00	98.73	100.00	100.00	100.00	100.00	100.00	100.00	99.38	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	99.70	.	.	.	91.33	.	.	100.00	.	.	100.00	.	100.00	100.00	100.00	99.37	100.00	98.71	100.00	100.00	99.86	99.12	.	96.75	100.00	100.00	100.00	100.00	100.00	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0057.contigs.fasta	71	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	.	97.63	82.99	100.00	100.00	100.00	98.05	100.00	100.00;99.40;100.00;97.60;100.00;98.99;97.60	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	99.64	98.73	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37	.	.	99.92	.	88.32	99.90	83.95	.	.	.	.	.	.	.	99.41	100.00	100.00	.	100.00	.	99.86	100.00	99.86	100.00	.	100.00	100.00	100.00	100.00	100.00	.	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0058.contigs.fasta	75	80.47	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	.	82.60	.	98.21	.	99.38	100.00	100.00	96.96	100.00	100.00;100.00;98.99;97.60	99.78	100.00	100.00	100.00	100.00	100.00	100.00	.	.	.	93.20	99.55	99.16	100.00	100.00	99.80	100.00	100.00	98.69;97.88	100.00	100.00	100.00	100.00	100.00	100.00	97.52	100.00	100.00	100.00	100.00	100.00	100.00	100.00	97.56;98.37	.	.	97.11	.	98.74	.	81.38	.	.	100.00	.	.	100.00	.	99.41	99.86	97.76	.	99.57	.	99.86	100.00	.	100.00	100.00	.	100.00	99.09	100.00	100.00	100.00	.
/network/rit/lab/andamlab/teddy/Summer_2022_bioinformatics/datasets/core_genome/assemblies/spades/all_contigs/973N0059.contigs.fasta	77	99.27	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	86.03	96.70	.	.	80.53	99.38	100.00	100.00	100.00	100.00	97.60;99.80;99.40;97.01;100.00;100.00;100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	.	91.54	90.29	93.05	99.55	99.16	100.00	100.00	100.00	100.00	100.00	98.33	100.00	100.00	100.00	100.00	100.00	100.00	99.85	100.00	100.00	100.00	100.00	100.00	100.00	100.00	98.37;97.26	.	.	99.77	.	98.99	.	98.60	.	.	.	.	.	.	.	99.27	99.86	100.00	80.70	100.00	.	99.86	100.00	99.86	100.00	.	.	100.00	100.00	100.00	100.00	.	98.23
